label,text
0,"Kết quả sau 1 lần giặt còn chưa mặc em ấy lần nào đã tách đôi mút quả! Hàng đểu nếu 0xu thì mới xứng đáng chứ 1 xu còn là nhiều ấy! Đừng mua
"
1,"bàn đẹp, chắc chắn, đóng gói kỹ, lúc đầu loay hoay k biết gấp lại như nào, thấy có tờ giấy dưới bàn, cảm giác như ad biết trc tương lai v kkkk, bàn chắc lắm, quá tốt cho 1 sản phẩm chất lượng, 5 sao."
0,bên vc giao hàng đơn ko đồng ko gọi điện. tự tick đã nhận hàng. sáng hôm sau gọi điên báo đã ném qua cổng.  thiếu trách nhiệm
1,"Sau bao đợt đổi trả thì cuối cùng cũng vừa ý, mừng lắm luôn. Vì bàn đẹp, giá lại khá dễ chịu, hợp lý"
0,"Giao hàng không đúng quảng cáo, chất lượng hơi kém, áo dỡm, mn cân nhắc trước khi mua! À áo size bị rộng hơn size chuẩn nhé! Mình size 34/75 mà ở đây cũng 34/75 nhưng mặc thử thì rộng."
1,Bàn có hơi xước cạnh 1 chút do vận chuyển nhưng mặt bàn vẫn đẹp lắm nha. Nên mua :D
0,"ất nhỏ so với size, chất liệu không co giản, thô cứng, đặt 2 cái bra khác nhau mà không mang được cái nào, còn ship lộn hàng nhưng shop k hỗ trợ đổi trả"
1,"Shop đóng gói cẩn thận , nhiệt tình , giao hàng nhanh. Bàn chắc chắn, đẹp, chất lượng tuyệt vời!!!"
0,"Sản phẩm này không đúng với hình ảnh quảng cáo. Shop ko đáng tin cậy
"
1,Giao lộn màu hay là màu xám là màu này thấy không giống trên hình mà thôi hàng đẹp và ship nhanh nên vẫn chấm shop 5 sao
0,"màu sắc ko đúng, đặt 10 màu mà chuyển có 3 mầu"
1,"Mình đã thử qua ít nhất là 5 mẫu khác nhau, đây là mẫu mà mình hài lòng nhất. Đẹp, chắn chắn, điều chỉnh linh hoạt, nặng... nên khi thao tác trên điện thoại không bị rung, ngã. Shop giao thiếu hàng, mình thông báo và shop đã gửi cái thiếu cho mình, shop có trách nhiệm."
0,"Giao thiếu hàng.
"
1,"Hàng đẹp, chắc chắn, hoàn thiện khá tốt. Mình để Ipad 10.2 ok. J&T giao hàng nhanh."
0,"iao hàng ko đúng mẫu đã đặt thay thế bằng mẫu khác giá thấp hơn , do mình sơ xót ko kiểm hàng trc. Tuy là hàng sale nhưng shop cũng phải trung trực và báo hết chứ ko phải thay thế mẫu nào cũng dc. Chất lượng cũng tương ứng với giá tiền, mặc dù ko bao nhiu nhưng đã làm mất uy tính của shop ."
1,"Sản phẩm nhỏ gọn, chắc chắn. Giao hàng từ Hà Nội đến HCM mà siêu nhanh. Shop tư vấn nhiệt tình. Xứng đáng mua"
0,"Áo qá bé , chỉ mua cho học sinh thì mặc được, người lớn k mặc vừa. Qần lót chất lượng kém , dễ bong lớp lót"
1,"Shop giao hàng rất nhanh, đóng gói cẩn thận. Chất lượng sản phẩm rất tốt"
0,"Shop giao thiếu sản phẩm, đã phản hồi nhưng shop không khắc phục"
1,"Hàng rất ok , rất dày dặn , đáng đồng tiền bỏ ra mua , giao hàng nhanh , shiper thân thiện"
0,Đặt 4 món giá 54k nhưng giao thì đc 3 món giá 30k.  Làm ăn tắc trách.  Có 24k nên chả thèm trả hàng mất thời gian
1,"Sp bằng inox dầy dặn, rất chắc chắn. Chân và mặt đỡ có miếng bám rất chắc, xứng đáng với giá tiền. Ipad pro hơi to nên mình thích đặt ngang hơn. Giao hàng nhanh, hôm trước đặt hôm sau đã nhận được hàng."
0,"shop này ko đổi hàng dù sp khác mô tả. ko như những shop khác mình đã mua rất nhiều trên shoppe
các bạn cân nhắc khi mua vì không hỗ trợ người mua hàng"
1,"Đánh giá sản phẩm tốt, phù hợp với người tiêu dùng. Chất lượng sản phẩm đúng với hình ảnh mô tả"
0,"Nhận hàng thì thấy đẹp, nhưng khi khui hàng thì k ưng vì shop trc khi đống gói mà k kiểm tra cho khac . Mot ben quai đeo cứng khó mở ra phải bể mạnh mới mở dc nhẹ k k ra . Mạnh quan thi lại sợ gãy. Giá tiền k có bn nen minh k đổi hàng vì thấy phiền và xa xôi,"
1,"Cầm nặng tay chắc chắn,dựng ipad pro mà siêu chắc k nghiêng ngả j,giao về quê hơi lâu tí chắc do trúng lễ"
0,"Kính về hơi lâu, màu xanh trông cũng đẹp nhưng có vẻ hơi lỏng lẻo, rất dễ gãy, giá hơi đắt so với chất lượng kính, mắt kính chống bức xạ khá kém, mắt kính mới mua về đã bị xước nhỏ, sẽ không mua lại lần nữa nhưng đóng gói rất tốt và chắn chắc"
1,Rất là đáng tiền nha Giao hàng lại còn nhanh nữa Lần sau mình sẽ xem để ủng hộ shop nha
0,"Kính nứt vỡ gần hết. Mặc dù mình đã mua thêm hộp. Sp chất lượng kém.
"
1,"Chất lượng giá đỡ tốt, chắc chắn. Màu đẹp y hình. Đóng gói ok , giao hàng nhanh"
0,Áo xấu. Nhưng vừa tầm giá.Áo mỏng . Và in chữ xấu. Mang như ko mang vậy
1,"Đóng gói sản phẩm rất đẹp và chắc chắn , chất lượng còn chờ sử dụng"
0,"Kính lệch lên form méo mó ko đẹp huhu,hình ảnh chỉ mang tính chất minh họa
"
1,hàng cứng cáp. chất lượng tốt 👍👍👍 sẽ tiếp tục mua
0,"Vì thời gian giao hàng đến tận 1 tháng nên mình trừ 2 sao.gggggggggggggggggggg hình ảnh chỉ mang tính nhận xu
"
1,Xịn sò lắm cả nhà. Chắc chắn để đk ipad. Nói chung là đáng đồng tiền
0,"thật thất vọng !! nó đẹp thật nhưng mà 2 cái gọng nó lỏng lèo :))) đéo bth okee nhưng mà đeo mà mang khẩu trang nó rớt cmnl =))))) đã buồn bực vì đặt 4 kính shop giao 3 kính :))) dù hoàn tiền 22k lại đơn kính kia nhmà kbh quay lại shop này nữa, đã thiếu 1c, lại hư 1c CHÁN kh tả đc =)))"
1,Chất lượng sản phẩm tạm ổn Đóng gói sản phẩm tạm ổn Shop phục vụ tạm được Giá rẻ nên không mong chờ vào chất lượng sản phẩm lắm Giao hàng lâu thiệt Tạm ổn
1,"Mình mua ở chợ đã ba mươi ka một chiếc mà mua ở đây có mười ka quá rẻ lun, mua phát 16c thay cho thoải mái. Loại này mình mua ở chợ cũng i hệt. N là dùng keo dán chứ không phải may chỉ nên giặt nước nhanh bong. Với mình cũng béo nên n căng. Mình mông 100 mà xl có khi hơi ôm chứ cũng không rộng rãi lắm. L thì có vẻ ai tầm dưới 50kg thì tạm bon chen nhưng vẫn bó. Ai muốn rộng rãi nên cân nhắc"
1,Hàng đẹp tốt giá quá rẻ mọi người nên mua nha shop có che tẻn nha giao hàng khá nhanh nói chung là hàng quá đẹp không còn chỗ nào chê
1,Shop giao hàng nhanh Nhắn tin tư vấn nhiệt tình Mặc tốt thoại mái
1,"Giao hàng nhanh ạ, hình ảnh chỉ mang tính chất nhận xu"
1,Nên mua nha mọi người mặc mát cho mùa hè này lắm rẻ mà vải dầy mát kinh khủng sẽ ủng hộ ship lâu dài
1,"giao hàng nhanh, chất lượng ổn nói chung là sau sẽ ung ho shop tiếp ạ"
1,"Quần đẹp chất mát, màu tím nhẹ nhàng, đóng gói cẩn thận, cho shop 5 sao"
1,Giao hàng nhanh. Đóng gói cẩn thận. Chất liệu rất là ưng luôn. Rất là hài lòng. Cho shop 5 sao. Sẽ ủng hộ shop nhiều nhiều
1,"Áo chất lượng tốt mọi thứ ổn hết nhá ,nên mua đáng tiền"
0,"Quần from rất nhỏ, shop chuẩn bị hành rất lâu, mình ở Hà Nội phải chờ gần 1 tuần mới nhận được"
0,Mua lần đầu nhưng mình sẽ k mua lần 2 sp không ưng nch là chán. Không có lần 2
0,"Mua 3 chiếc qần cùng mẫu cùng size nhưng chiếc vừa chiếc nhỏ xíu , 50 kg mặc còn k vừa mà ghi đến 72 🙃 áo mua sz bth hay mặc mà nó như cho hs tiểu hc ý, ham rẻ nên chịu v 😞"
0,Cứ tưởng hàng sale nên mua . Chứ còn hàng chỉ xứng đáng với giá sale thôi. Cao xu đúc mặc cứng đơ k co dãn tí nào quần thì đặt sz lớn . Nhưng vẫn bó sát vào đùi đau khó chịu
0,"Shop chuẩn bị hàng rất lâu, mình hủy nhưng không được xác nhận. Lần đầu đơn vị vận chuyển qua lấy hàng không thành công. Gói hàng thì như video. Rất là ba chấm luôn."
0,"Quần nhỏ mặc hơi chật mông cho bạn nào người hơi mập, shop giao thiếu của mình 1 quần và có phản hồi nhưng chưa giải quyết. Vì có 1 chiếc quần nên mình bỏ qua. Nhưng sẽ ko mua lại."
0,Cùng size nhưng cái màu đen to hơn màu trắng Nhắn tin shop ko trả lời Giao hàng rất lâu
0,Giao thiếu Hoàn tiền vào ví Rút ra mất 11k phí Giải quyết lâu lắc
0,Giao hàng thiếu và sai món order. Có nhắn tin phản ánh hoàn tiền nhưng đó không phải là cách làm việc chuyên nghiệp.
0,"Rồi cái màu xanh của mình đâu? Order đỏ, xanh, da hồng… giao có 2 cái. Thiếu cái màu xanh. Tiền thì tính đủ. Kì zậy? Nhắn tin cho shop giải quyết mà shop làm lơ. Ko thèm giải quyết cho khách. Cái quần có 9.9k thôi mà làm mất uy tín quá! Làm ăn quá tệ!"
0,rất tệ ? khách đặt 1 kiểu giao 1 kiểu hàng còn lấy đơn của người khác gói vào đơn mình nữa chứ về thấy quần vừa to vừa khác mẫu mình đặt quá thất vọng . Mình chủ quan không kiểm tra hàng trước lại bấm nhận được hàng . không bao giờ quay lại cái shop này quá là tệ ???
0,"Mua quần màu nude để mặc với quần trắng mà quần màu nu kiểu gì mà như màu hồng thế , chán cái shop này lần sau sẽ k bao giờ đặt k nên mua 😠😠"
0,"Đã chọn màu theo hình rồi, ai mà biết nghĩ shop nước ngoài nó phân màu cho dễ, cuối cùng giao tùm lum màu"
0,"Chuẩn bị hàng đã mất 3 ngày quá chậm chạp ,nhắn tin cho shop thì mãi mới chịu tl ,chất lượng sp thì tiền nào của đó"
0,"Shop giao thiếu sản phẩm, đã phản hồi nhưng shop không khắc phục"
0,"Áo qúa bé , chỉ mua cho học sinh thì mặc được, người lớn k mặc vừa. Quần lót chất lượng kém , dễ bong lớp lót."
0,"Giao hàng ko đúng mẫu đã đặt thay thế bằng mẫu khác giá thấp hơn , do mình sơ xót ko kiểm hàng trc. Tuy là hàng sale nhưng shop cũng phải trung trực và báo hết chứ ko phải thay thế mẫu nào cũng dc. Chất lượng cũng tương ứng với giá tiền, mặc dù ko bao nhiu nhưng đã làm mất uy tính của shop ."
0,Quần shop này đểu lắm không nên mua
0,Giao thiếu hàng.
0,"màu sắc ko đúng, đặt 10 màu mà chuyển có 3 mầu"
1,Hàng bao đẹp nha vải mỏng nhưng k lộ thật sự rất thích với giá này quá rẻ mọi người nên mua không phí tiền nhưng đường may k ok lắm nên phải mang đi đạp thêm đường cho chắc cạp cao tóm lại hàng rất rất ok size cân nặng shop đưa ra rất chuẩn nha
1,"Giao hàng nhanh , quần màu đen mình cao m5 nên quần này với mình thì hơi dài nhưng nếu độn giày thì ok đẹp nên mua nha mọi người"
1,"Quần xinh, giống mô tả, mặc ấm, 📦giao hàng nhanh"
1,"Quần xinh, giống mô tả, mặc ấm, 📦giao hàng nhanh"
1,Cũng oke ạ Vải hơi mỏng 50kg m6 size xl thì vừa vag oke lắm ạ Đáng xiềng
1,Tốt. Phù hợp với giá tiền
1,Hàng đẹp quần xịn mặc đi tôn chân nhỏ đẹp lắm nhá
1,vải dày dặn chất đẹp ôm ng mười điểm
1,Vải may chắc chắn đẹp sờ mát mịn tay nhé nên mua giá rẻ chất lượng
1,anh không đi được đâu em ạ không phải là em không đi làm à mà em không có xe về nhà bà nội đi làm à mà em đi làm à mà
1,quần đẹp co giãn tốt
1,"Nâng cao hiệu quả công tác cai nghiện ma túy và quản lý người sử dụng trái phép chất ma túy - Vì một cộng đồng khỏe mạnh và an toàn. Phòng, chống ma túy là trách nhiệm của mỗi cá nhân, gia đình và toàn xã hội. Mang tc nhận xu sp ok vừa lắm"
0,Quần mỏng đường kim mũi chỉ không chắc chắn không co giãn mấy
0,Quần chất mỏng khác với trước mình mua quá mặc vào mà chỉ rách ầm ầm sợ luôn sẽ k mua lại
0,quần kiểu gì kéo một phát sứt chỉ thế này🥲 rẻ nhưng mà ít ra cũng nên ổn xíu chứ...
0,Quần mặc lần đầu đã đứt hết chỉ ở phía cạp quần. Thế là lại cởi ra cất luôn. Rẻ nên ko mong đợi nhiều nhưng mới xỏ lần đầu đã vậy nên hơi thất vọng. Ảnh nhận xu
0,"Quần rất mỏng, vải hơi bóng. Mặc 1 hôm đường chỉ mông đã rách cắn chỉ lốm đốm."
0,Tiền nào của đó Áo vài cứng thô. Đặt trắng giao nâu Đổi qua đổi lại tiền phí vc còn hơn.
0,Vừa mặc đã bục vs rách hết đường chỉ. Rất bực vì mới mua
0,Shop giao size M thành S huhu chán quá trời buồn shop ghê đó trước mua thấy đẹp mà lần này shop giao sai😢
0,Mới xỏ vào thử thôi đã thấy cắn vải r. Chán luôn .chắc mặc đk vài lần. Rầu quá.
0,Làm ăn vớ va vớ vẩn. Thà giá cao như những shop khác mà bán cho nó chuẩn còn hơn kiểu này. Mua 3c size Xl thì lại cho khách 3c size S. Giờ mặc kiểu gì. Làm ăn thế này nghiệp quật cho
0,Quần tạm được chỉ thừa nhiều quần bị sờn hết đằng sau buồnnnnnnn
0,"Quần vừa vặn, vải ko dày lắm, co giãn quá nhiều nên mới mặc 1 lần mà đã thủn nhìu lỗ ngay sát mép đường may của sau mông"
0,Mỏng tanh. Cứng đơ. Size XL mà như size S không co dãn tý nào luôn
0,Giao quần lỗi 1 lỗ nhưng do phải đổi trả lằng nhằng nên thôi. Thấy có nhận quà đi kèm nhưng lại không có
0,"Chất lượng quần rất tệ. Rẻ là ko tốt rồi, đã yêu cầu huỷ đơn nhưng shop vẫn giao. Mới mặc lần đầu phần đáy quần đã bị như vậy.. mặc dù cân nặng là quần size M đã cẩn thận mua luôn size XL vẫn bị."
0,"Vải mỏng, đặt set 10 đôi mà bịch nào cũng thiếu 1 đôi, màu thì đôi giống đôi không. Nói chung chất lượng sản phẩm khá tệ"
0,"Tất mỏng nhão nói chung chắc như hàng dùng 1 lần, phù hợp với giá tiền không nên đòi hỏi gì hơn, giá rẻ nên chấp nhận"
0,Tất thật sự quá mỏng. K giống các loại tất cùng loại mình từng mua. Đi 2 lần thì hỏng mất
0,"Tất nhăn nhúm, chất liệu mỏng manh, không nên mua đâu nhé, cảm giác như dùng rồi vậy"
0,Tất mỏng như giấy. Đi bí chân. Đổ mồ hôi. Khọ chỊu. Ảnh mang tính chất minh hoạ
0,Tất mỏng không dày nói chung tiền nào của đấy Sau sẽ rút kinh nghiệm khi mua sản phẩm
0,Vớ hơi mỏng nhé nhưng đủ màu
0,Mỏng dính luôn ạ. Nhìn như từng đeo r. Rất thất vọng😥
0,Tất mỏng k thể mỏng hơn :)))) mỏng như cái cuộc đời này của mình vậy 🥲
0,Tất quá mỏng
0,"Tất kém chất lượng, tất bị dãn phần gót, 10 đôi thì 9 đôi bị dãn. Lần đầu mua tất gấu mà chất lượng ko tốt như vậy 😞"
0,Sản phẩm quá mỏng.chất lượng kém
0,"Thất vọng về shop,10 đôi mà giao hàng thiếu .đặt 10đôi giao 2 đôi,1 lần ko muốn đổi trả ko có lần sau,mong shop soạn hàng uy tín để ng mua còn quay lại"
1,"mới sử dụng lần đầu, mình thấy sản phẩm tạm ổn, âm thanh vừa phải trong phòng, k to lắm nhưng nghe đc, vs giá hơn 150 k thì k đòi hỏi dc nhiều hơn, tạm ok."
1,Sản phẩm đẹp âm thanh nghe êm tai led đủ nhìn nói chung vs giá như thế là quá oke cho 1 sản phẩm rất đág tiền nha
1,Hàng đẹp giày rặn khá ưng ý sẽ ủng hộ shop vào những lần tiếp theo
1,Nhỏ hơn mình nghĩ. Màu đẹp Âm thanh ra k bị rè
1,Nhỏ nhỏ xinh xinh hợp với giá tiền nè nhận hàng nhanh nha với lại nhận hàng mặt kính hơi bị trầy xướt xíu còn cách sd ch bít😢
1,"Sản phẩm tốt, giá cả ok, rất đáng trải nghiệm, đẩy đủ tính năng, đa nhiệm"
1,Khá ổn loa nghe hay tạm được nói chung ok trong tầm giá. Nếu rẻ hơn chút thì ok hơn
1,Sản phẩm chất lượng. Âm thanh nghe trong phòng ổn. Có tính trang trí và dùng kệ điện thoại oke
1,"loa đẹp, ko 1 vết xước, dùng decor phòng thì đẹp, ko khuyến khích nghe nhạc dance đủng các thứ, ảnh iếc mục đích nhận thêm xu 😗 chất lượng 3.5/5 thôi nhưng cho 5 sao, đóng gói gọn gàng, dịch vụ tốt"
1,"Hàng đóng gói cẩn thận, giao nhanh hơn cả cái tai nghe mình đặt ở shop khác 😁 test thử âm thanh còn tưởng không to, mà to không tưởng. Nên mua nhé"
1,Chất lượng âm thanh ổn. Dùng để nghe trong phòng thì được. Chế độ báo thức và dùng làm kệ điện thoại cũng rất oke
1,"Sản phẩm rất tuyệt. Tiện lợi, dùng được cả thẻ nhớ. Đài FM đầy đủ 😍😍😍. Nchung rất đáng tiền"
1,Màu xinh lắm Loa nghe rất thích luôn Mỗi tội giấy hướng dẫn tiếng trung chả hiểu gì:( Nhưng mà đc cái xinh xẻo lắm mọi người nên mua nhaaa🎉🎉
1,"Hình ảnh mang tính chất minh họa , xài tốt nên mua , loa lớn lam ạ"
1,🤣 Đóng gói cũng khá cẩn thận. Hiện tại chưa biết cách dùng
1,"Giao hàng nhanh ạ, sản phẩm tốt có điều hơi trầy xước ở phần mặt đồng hồ, còn lại thì rất ok ạ, cám ơn shop ạ"
1,"Hàng bị xước màn hình, giao hàng hơi lâu. Nhưng biết sao được Xài ok là dc"
1,Sản phẩm tốt giao đúg hàng Nên mua nhé mọi người Chất lượng ổn .
1,Hàng đẹp lắm cái đồng hồ này đa chức năng voiws bla bla nghe nhạc hay lắm
1,Chất khá là xịn sò có thắc mắc gì thì cứ nhắn với shop là được hàng giao khong bị hư gì cả chất lượng sản phẩm tuyệt vời đóng gói kỹ càng để ko bị hư rất đáng để mua shop phục vụ ân cần
1,Cũng OK phết mọi người ạ thích nhất là đồng hồ vừa đẹp vừa tiện loa cũng khá to. Để bàn quá hợp lý
1,"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. Xin nghiêng mình cảm ơn vì tất cả."
1,"Giao hàng nhanh, gói hàng tạm dc, loa cũng oke nhưng toàn tiếng Trung chưa bt chỉnh ntn 😅. Nói chung vừa giá tiền"
1,Săn phẩm rất ok. Nghe ko bị rè âm thanh khá to. Giá cả hợp lý
1,"Đóng gói cẩn thận, thời gian giao hàng cũng ổn, hàng dùng rốt, loa nghe khá rõ ko được lớn lắm, tạm chấp nhận"
1,Hình ảnh chỉ mang tính chất nhận xu thế mới thấy cái nào tốt thì dùng
1,Sản phẩm đẹp chất lượng giao nhanh dùng về lâu chưa bt thế nào hình ảnh và video mang tc nhận xu
1,"Loa kết nối đc Bluetooth nhé mng, sạc hơi lâu, nhìn cũng kh phải là quá chắc chắn, so với giá tiền thì ổn nhe, dùng ổn và nghe cũng ổn, kh bị rè nchung là tổng quát thì được nha kh quá nổi bật vì mình cũng mua đại chứ kh chọn gì cả hjhj à quên màu xinh nhe, phù hợp"
1,"Giao hàng nhanh, shipper dth, hàng tốt lắm luôn nhưng mà bảng hướng dẫn toàn tiếng anh nên hơi khó khăn lúc đầu nhưng mò xíu thì làm được, âm thanh nghe chuẩn, hay và không bị vang hay rè. 1 sản phẩm tốt nên mua nha 👍👍👍. Hình ảnh chỉ để nhận xu."
1,"Giao hàng nhanh Đóng gói sản phẩm cẩn thận Vừa có giờ, có báo thức lại hiển thị nhiệt độ nữa nên tiện lắm Điểm trừ duy nhất là tiếng hơi nhỏ"
1,loa cũng ok nghe thì cũng êm thôi thích lắm chất lượng sản phẩm tuyệt vời
1,"Giao hàng nhanh, loa êm tai, vừa túi tiền, lên nguyên set nhìn rất ưng!!!!"
1,Hàng đẹp chất lượng lắm ạ Loa to kh bị rè Có giờ nhiệt độ báo thức giá đỡ điện thoại
1,Hàng đẹp nha không bin sước mặt đâu ạ nghe âm thanh khá ổn luôn nói chúng là tiền nào của ấy không hề thaát vọng ạ
1,Sử dụng thấy dùng khá là ổn áp còn về sau thì không biết như nào 🤷
1,"Hình ảnh chỉ mang tính chất minh hoạ, loa chỉ dùng để nghe trong phòng kh nghe ở ngoài đc"
1,"Sản phẩm đẹp gọn loa nghe ngon pin khoảng 3,7v 1200 mah sài khá lâu trong tầm giá, mình mua về để tặng quà sinh nhật cho em mình âm thanh thì đầm gương không bị xước do vận chuyển"
1,"Loa đồng hồ rất đẹp, giao hàng nhanh. Gói sản phẩm kỹ....loa nghe to...👌👌👌"
1,"shop đóng gói cẩn thận mặc dù giao hàng hơi lâu 1 chút ,đồng hồ cầm ko chắc tay lắm nhưng hơi bị xịn xò nhìn sang lắm, loa nghe nhạc khá mượt ko bị rè gì hết, nhưng mà cơ cấu hơi khó xài chút mặc dù có hướng dẫn sử dụng nhưng bằng t.anh mk phải mò 1 hồi lâu ms bk cơ chế hoạt động của nó rất đáng mua"
1,Chất lượng sản phẩm tuyệt vời giao hàng nhanh đóng gói cẩn thận
1,"Sản phẩm tốt, đóng gói cẩn thận, giao hành nhanh."
1,"Giao hàng nhanh gọn, hình thức gọn gàng, độ sáng hợp với ban đêm rất tiện lợi. Còn ban ngày thì ko rõ lắm"
1,"Sản phẩm giống mô tả , màu đẹp giao hành nhanh, chỉ mỗi điều loa nghe rất nhỏ"
1,"Eo ôi, tuyệt vời luôn, sang xinh mịn. Không có gì để chê luôn. Chưa biết xài bền không nhưng thấy ưng mắt lắm rồi. Nhiều chức năng lắm nha, đúng xịn luôn, đang sale mọi người nên mua 1 cái nha. Âm thanh nghe cũng ấm lắm, không lớn quá. Đáng mua nha ❤️ Tuyệt 😍"
1,"Loa nghe êm tai, âm thanh chuẩn, dễ sử dụng, giao hàng nhanh, đóng gói chắc chắn, cẩn thận. Sẽ ủng hộ shop tiếp."
1,Sản phẩm tốt.hợp vs giá tiền..nhìn cũng giống hình nge nhạc cũng OK lắm ak.. có điều cái gương HK có sáng bóng như hình đâu nha.. vừa đủ nhìn thôi 💗...........
1,Sp khá đẹp cơ mà nó nhỏ hơn mk tưởng âm thanh nghe rất mượt
1,"loa đẹp lắm nha mng ơi, giá hợp lí 🥰 nghe nhạc Bluetooth, đồng hồ, báo thức, đo nhiệt độ phòng và nghe cả radio đc. Kết nối Bluetooth rất nhanh, tăng giảm âm lượng và chuyển bài ok. Nên mua nha mng 🥰🥰"
1,"Loa khá to và rõ ràng, ko bị rè quá. Cách dùng thì mày mò 1 lúc thì ra. Màu sắc cute, loa hơi nặng tay, decor rất xinh. Shop có hướng dẫn sử dụng khá nhiệt tình. Sẽ ủng hộ lại"
1,"Sản phẩm rất đẹp nhưng ko nghĩ nó nhỏ đến vậy, đóng gói chắc chắn"
1,"Sản phẩm tuyệt vời, chất lượng hoàn hảo, loa nghe âm thanh rất tốt"
1,Chất lượng sản phẩm tuyệt vời lần sau sẽ còn quay lại mua hàng tiếp!
1,"Đóng gói cẩn thận ,đẹp lúc đầu chưa biết chỉnh giờ nhưng sau thì làm đc🥰"
1,Hàng đẹp chất lượng nên mua nha. Giao hàng nhanh shipper thân thiện. Rất đáng đông tiền rẻ sài rất ok
1,Đóng gói kĩ sản phẩm tuyệt 🙌
1,"Hàng đẹp,nhỏ nhắn,xinh xắn Shop tư vấn nhiệt tình ❤ Giao hàng khá nhanh❤"
1,"Hàng đóng gói gọn gàng, sạch sẽ, loa nghe ổn có đồng hồ thêm rất tiện lợi, nói chùng phù hợp giá tiền"
1,Đồng hồ khá nhỏ Đặt cho bạn nên k biết chất lượng thế nào
0,Không nên mua nhé. Chỉ dùng coi giò. Các chức năng khác k chỉnh được. Mình mua nhưng sau 1 tuần mới dùng thì giờ k nhắn shop k trả lời.
0,Về xong không tắt đc nguồn Không kết nối được bluetooth Phí tiền
0,Hàng nhái k kết nối được
0,kính trầy khá nhiều và nhìn khá cũ. như hàng đã qua sử dụng
0,Dùng chưa đến 1 tháng đã bị lỗi Ko kết nối được Bluetooth Chỉ dùng đc nút bật sáng Các nút khác ko thể dùng được
0,"Giao cho đồ bin xước hết cả mặt led, số thì ô đầu tiên bị mất gạch ở giữa, giống kiểu giao hàng lỗi cho khách vậy á. Mong shop giải quyết cho ạ."
0,"Sau 1 tuần sử dụng thì lỗi be bét luôn,blt không thấy,nhiệt độ sai,đồng hồ chập chờn,pin sạc cả ngày mới đầy,quan trọng nhất là thái độ người bán quá kém,nhắn tin bảo giải quyết như nào thì ậm ờ không phản hồi,khuyên thật mn đừng mua phí tiền,mua bực vào thân"
0,"Chất lương loa âm thanh quá kém , rè Nghe còn nhỏ hơn điện thoại Không xứng đáng để mua . Nhân viên tư vấn bán hàng với khách rất mất lịch sự 😠😠😠 Tôi đã mua hàng shoppe rất nhiều lần , Nhưng lần này mua thì lại rất bực mình với thái độ của nhân viên bán hàng 😠 Cảnh báo không nên mua 😡"
0,Loa khá ổn nhưng sạc ko phải của nó giờ hết pin thì ko sạc đc
0,Do dịch nên nay mk mới lấy hàng và test loa được. Loa bị dè và nghe rất khó chịu. Mình đã chủ động ib shop nhưng mà shop chỉ rep đúng 1 icon xong không giải quyết cho mình. Gần 200k mà nhận cái loa như này phí tiền. Còn vẫn chuyển thì rất nhanh nhé đặt 15/03 mà hôm sau đã có r.
0,Mặt trước xước giống hàng cũ😑
0,Vừa nhận hàng đã kẹt 2 nút ấn
0,Sản phẩm ko thể chỉnh giờ hỏi shop thì shop ko rep đã lm theo hướng dẫn nhưng ko đc chốt lại là ko nên mua
0,"Loa quá bé, nghe được 1 bên loa, dùng được 2 ngày thì không lên."
0,Chán quá nhận hàng mà thất vọng quá tốn tiền quá đi khuyên thật không nên mua loa này
0,"Edit lại vì cái kiểu trả lời lươn lẹo của shop. Lươn ít thôi nhé, lo bán hàng cho tử tế chứ bớt cái kiểu bán đồ đểu rồi ăn 1 sao lại đổ thừa cho đối thủ cạnh tranh"
0,"Loa vừa khui hộp ra thì kết nối Bluetooth k đc, chỉnh giờ cũng k đc, nói chung là bị mất tiền oan ạ"
0,Hàng mua về k hoạt động được...bật lên xong k tắt được. K được đặt báo thức nửa đêm 3h sáng kêu báo thức làm mất cả giấc ngủ. Với rõ ràng loa đang ở chế độ kết nối Bluetoot nhưng lại k kết nối được ấn nút cx k thấy hoạt động gì. Mk có gọi điện cho shop tận 2 cuộc shop k nghe. Tóm lại k nên mua.
0,Mua 2 lần của shop đều bị lỗi 2 loa k dùng đc
0,Hàng nhận về bật thì không lên còn kính thì bị vỡ nữa kh hiểu sao đánh giá tốt được 😡
0,"Âm thanh rè rè ko hay gì hết, để 2 loa nhưng chỉ nghe được 1 loa! Sp này tôi đánh giá 1 sao!"
0,"chất lượng sản phẩm cực kì kém. Shop cũng không giải thích hay giải quyết thắc mắc của khách, chỉ trả lời “vâng ạ” cho xong. Cái màu hồng là cái mình mua bên shop màn hình hiển thị bật max ánh sáng rồi vẫn mờ k nhìn thấy gì, cái đỏ là cái cũ của mình. Loa cũng bé, giá thì đặt hơn cái cũ của mình."
0,Đặt màu đen mà shop giao về màu hồng. Shop nói hết màu đen và trắng trong khi lúc đặt đen và trắng hiện mấy nghìn cái. Không uy tín.
0,Loa gì không kết nối được không hiện tên lên sao mà kết nối được . Sản phẩm quá sàm 1 sao
0,quá tệ. Ko đúng mô tả. Loa nhỏ xíu ko nghe dc gì hết. Quá thất vọng. Chừa luôn
